Película,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentary,IMAX,Western
"Eye, The (Gin gwai) ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Jolson Story, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
You'll Never Get Rich,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Unvanquished, The ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Cercle Rouge, Le ",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Human Stain, The",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Shattered Glass,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Matrix Revolutions, The",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
"Revolution Will Not Be Televised, The ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Elf,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Billabong Odyssey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gloomy Sunday ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Love Actually,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Father of the Bride,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Architect: A Son's Journey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Looney Tunes: Back in Action,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Master and Commander: The Far Side of the World,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Tupac: Resurrection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Big Empty, The",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Missing, The",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Cat in the Hat, The",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gothika,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
21 Grams,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
"Barbarian Invasions, The ",0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
Bad Santa,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Haunted Mansion, The",0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Timeline,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Damage ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OT: Our Town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Devil's Playground,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Journeys with George,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Darkman,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0
Dead of Night,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Dernier Combat, Le ",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Desk Set,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Europa ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Final Analysis,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"Freshman, The",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Funny Games,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Slacker,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WarGames,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Ordet ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Forbidden Games ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jane Eyre,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Tale of Two Cities, A",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Passion of Joan of Arc, The ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ben-Hur: A Tale of the Christ,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Cabinet of Dr. Caligari, The ",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Gorky Park,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
The Great Train Robbery,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Guarding Tess,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hannah and Her Sisters,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Hard Way, The",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Highlander II: The Quickening,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Hoffa,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
House of Cards,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Housesitter,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hudson Hawk,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Invasion of the Body Snatchers,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Kindergarten Cop,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
King Ralph,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Last Boy Scout, The",0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Last Tango in Paris ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Lorenzo's Oil,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Lover, The ",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Mr. Destiny,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Night of the Hunter, The",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Only the Lonely,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Over the Top,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Passenger 57,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Presumed Innocent,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Project X,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Proof,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Battle Royale ,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
"Wedding Banquet, The ",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Salo, or The 120 Days of Sodom ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Midnight Clear, A",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Summer School,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silverado,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Quick Change,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Radio Flyer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Real McCoy, The",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Revenge,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"Secret of My Succe$s, The ",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Show Me Love ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Teen Wolf,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
High Heels ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Things You Can Tell Just by Looking at Her,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
To Live and Die in L.A.,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Trapped in Paradise,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wild at Heart,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
"Witches, The",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Witches of Eastwick, The",0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Year of the Dragon,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Nothing to Lose,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Flying Down to Rio,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Follow the Fleet,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"What's New, Pussycat",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary of Scotland,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Roberta,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Little Women,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swing Time,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Public Enemy, The",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"Midsummer Night's Dream, A",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Life with Father,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Velvet,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jesus Christ Superstar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Dark Victory,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Birdman of Alcatraz,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Aguirre: The Wrath of God ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Beauty and the Beast ,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Birth of a Nation, The",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Juliet of the Spirits ,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Macbeth ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Red River,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Woman Under the Influence, A",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stagecoach,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
"Shot in the Dark, A",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Navigator, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Court Jester, The",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bullitt,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Jezebel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Hunchback of Notre Dame, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42nd Street,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
That Touch of Mink,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sweet Dreams,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Play It Again, Sam",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Send Me No Flowers,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pygmalion,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Passage to India, A",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Black Orpheus ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Amarcord,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hero ,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Horse Feathers,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna Karenina,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Front Page, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivers and Tides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nausicaä of the Valley of the Wind ,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Doc Hollywood,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dragnet,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Madhouse,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Foul Play,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Crime Story ,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Beyond the Clouds ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Collector, The",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Deep Red ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Diabolique ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Leprechaun,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wings of Honneamise ,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Adam's Rib,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
King of Hearts,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Naked Lunch,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Grass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Spring Forward,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Run,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Summer Place, A",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Night at the Opera, A",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Element of Crime, The ",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Cooler, The",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
In America,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
My Flesh and Blood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Honey,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Last Samurai, The",1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Big Fish,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Something's Gotta Give,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Stuck on You,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girl with a Pearl Earring,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Lord of the Rings: The Return of the King, The",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Mona Lisa Smile,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Calendar Girls,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
House of Sand and Fog,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Monster,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Cheaper by the Dozen,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cold Mountain,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Paycheck,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Peter Pan,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Company, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Japanese Story,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chasing Liberty,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Aileen: Life and Death of a Serial Killer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Along Came Polly,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Torque,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Crimson Gold ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Osama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Great Gatsby, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wuthering Heights,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ship of Fools,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
This Property is Condemned,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Jane Eyre,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blame It on the Bellboy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Only the Strong,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Adventures of Ford Fairlane, The",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Beyond Re-Animator,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Wind and the Lion, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Oncle ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr. Jekyll and Mr. Hyde,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
M. Hulot’s Holiday (Mr. Hulot's Holiday) ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People Will Talk,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I Was a Male War Bride,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
To Have and Have Not,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
High Sierra,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Dark Passage,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
"Ox-Bow Incident, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
They Drive by Night,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Reefer Madness ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
D.O.A.,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Pumping Iron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cool World,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Strada, La",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ichi the Killer ,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
"Boy and His Dog, A",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ashes and Diamonds ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Intolerance: Love's Struggle Throughout the Ages,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tormented,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Chitty Chitty Bang Bang,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Suriyothai ,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Where the Day Takes You,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Butterfly Effect,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Win a Date with Tad Hamilton!,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Touching the Void,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Big Bounce, The",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Perfect Score, The",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
You Got Served,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Latter Days,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Barbershop 2: Back in Business,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catch That Kid,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Miracle,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
An Amazing Couple,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Dreamers, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Lost Skeleton of Cadavra, The",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Hip Hop Witch, Da",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Thirteen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Best Defense,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50 First Dates,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Welcome to Mooseport,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kitchen Stories ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Monsieur Ibrahim ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Diary of a Country Priest ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Thief of Bagdad, The",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Diary of Anne Frank,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Allegro non troppo,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Black Widow,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Herod's Law ,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Flesh & Blood,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
King Solomon's Mines,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raw Deal,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Goodbye, Mr. Chips",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Follow Me, Boys!",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Against the Ropes,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Confessions of a Teenage Drama Queen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EuroTrip,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Passion of the Christ, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Club Dread,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dirty Dancing: Havana Nights,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Twisted,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Good bye, Lenin!",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hidalgo,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Starsky & Hutch,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"Reckoning, The",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Persona,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Passion of Anna, The ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Corbeau, Le ",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Pickup on South Street,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Damned, The ",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Just One of the Guys,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wrong Arm of the Law, The",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Agent Cody Banks 2: Destination London,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Girl Next Door, The",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Secret Window,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Spartan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Broken Wings ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wilbur Wants to Kill Himself,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Mad Dog and Glory,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Peyton Place,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dawn of the Dead,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
Eternal Sunshine of the Spotless Mind,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Taking Lives,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Intermission,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Jersey Girl,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Ladykillers, The",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Never Die Alone,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Scooby-Doo 2: Monsters Unleashed,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Dogville,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Ned Kelly,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hellboy,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"Prince & Me, The",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Walking Tall,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"United States of Leland, The",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Alamo,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Ella Enchanted,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Whole Ten Yards, The",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
I'm Not Scared ,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Ten Commandments, The",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dawn of the Dead,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Prey for Rock & Roll,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Those Magnificent Men in Their Flying Machines,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cheaper by the Dozen,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scenes From a Marriage ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Munchies,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Going in Style,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
After Hours,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kill Bill: Vol. 2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Punisher, The",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
